Timestamp,Temperature_C,pH,TDS_ppm,Turbidity_NTU
2026-07-03 14:15:00,22.22,8.13,386.6,11.8
2026-07-03 14:20:00,22.52,8.14,385.3,14.0
2026-07-03 14:25:00,22.14,8.1,386.4,11.7
2026-07-03 14:30:00,22.63,8.05,387.6,9.8
2026-07-03 14:35:00,22.12,8.11,387.4,10.5
2026-07-03 14:40:00,22.16,8.1,387.2,8.8
2026-07-03 14:45:00,22.77,8.17,390.0,9.6
2026-07-03 14:50:00,22.49,8.15,386.0,11.3
2026-07-03 14:55:00,22.77,8.07,388.2,13.4
2026-07-03 15:00:00,22.47,8.16,390.5,12.2
2026-07-03 15:05:00,22.24,8.27,386.3,10.7
2026-07-03 15:10:00,22.68,8.08,387.2,12.9
2026-07-03 15:15:00,22.34,8.2,386.4,13.0
2026-07-03 15:20:00,22.36,8.11,388.9,11.2
2026-07-03 15:25:00,22.43,8.2,388.8,13.0
2026-07-03 15:30:00,22.53,8.18,389.8,10.5
2026-07-03 15:35:00,22.38,8.09,387.9,5.8
2026-07-03 15:40:00,22.44,8.12,388.6,9.9
2026-07-03 15:45:00,22.71,8.13,386.9,11.2
2026-07-03 15:50:00,23.06,8.2,388.7,9.2
2026-07-03 15:55:00,22.6,8.13,385.7,12.8
2026-07-03 16:00:00,22.35,8.14,387.2,12.2
2026-07-03 16:05:00,22.55,8.1,390.4,13.3
2026-07-03 16:10:00,22.24,8.16,388.2,10.4
2026-07-03 16:15:00,22.83,8.19,388.9,10.2
2026-07-03 16:20:00,22.26,8.17,386.6,8.5
2026-07-03 16:25:00,22.71,8.13,385.8,10.8
2026-07-03 16:30:00,22.4,8.16,388.6,10.8
2026-07-03 16:35:00,22.21,8.22,388.4,13.0
2026-07-03 16:40:00,22.17,8.12,387.5,16.3
2026-07-03 16:45:00,22.28,8.13,388.6,13.8
2026-07-03 16:50:00,21.92,8.1,388.0,10.7
2026-07-03 16:55:00,22.19,8.2,390.0,10.2
2026-07-03 17:00:00,22.16,8.18,389.6,13.7
2026-07-03 17:05:00,22.45,8.11,388.8,15.3
2026-07-03 17:10:00,21.66,8.18,388.2,12.2
2026-07-03 17:15:00,22.01,8.19,384.9,11.2
2026-07-03 17:20:00,21.65,8.11,391.5,9.4
2026-07-03 17:25:00,22.07,8.14,390.5,9.3
2026-07-03 17:30:00,21.75,8.19,391.5,10.3
2026-07-03 17:35:00,21.7,8.18,392.3,10.0
2026-07-03 17:40:00,21.6,8.15,392.0,6.7
2026-07-03 17:45:00,21.74,8.21,392.5,7.6
2026-07-03 17:50:00,21.61,8.11,390.8,11.6
2026-07-03 17:55:00,21.34,8.17,392.3,11.8
2026-07-03 18:00:00,21.11,8.19,389.1,8.6
2026-07-03 18:05:00,21.04,8.16,393.1,11.1
2026-07-03 18:10:00,21.34,8.1,393.2,11.8
2026-07-03 18:15:00,21.29,8.16,391.7,12.3
2026-07-03 18:20:00,21.56,8.14,392.0,10.1
2026-07-03 18:25:00,21.47,8.03,394.5,141.3
2026-07-03 18:30:00,21.22,8.05,394.3,139.5
2026-07-03 18:35:00,21.09,8.12,393.3,143.8
2026-07-03 18:40:00,21.11,8.05,394.3,141.3
2026-07-03 18:45:00,20.85,8.17,396.9,141.6
2026-07-03 18:50:00,21.04,8.1,395.8,139.3
2026-07-03 18:55:00,20.75,8.17,393.9,139.6
2026-07-03 19:00:00,20.79,8.07,392.7,139.3
2026-07-03 19:05:00,20.51,8.16,394.1,143.3
2026-07-03 19:10:00,20.84,8.09,397.6,138.9
2026-07-03 19:15:00,21.04,8.24,393.8,140.2
2026-07-03 19:20:00,20.45,8.2,391.4,140.6
2026-07-03 19:25:00,20.47,8.13,394.5,142.8
2026-07-03 19:30:00,20.31,8.11,390.9,140.3
2026-07-03 19:35:00,19.8,8.15,393.9,143.9
2026-07-03 19:40:00,20.31,8.13,392.6,141.1
2026-07-03 19:45:00,20.2,8.15,394.9,141.1
2026-07-03 19:50:00,20.26,8.13,390.0,141.1
2026-07-03 19:55:00,19.76,8.1,391.3,142.2
2026-07-03 20:00:00,20.31,8.1,389.4,142.6
2026-07-03 20:05:00,19.89,8.13,389.1,144.1
2026-07-03 20:10:00,20.09,8.07,393.3,143.6
2026-07-03 20:15:00,20.11,8.03,392.8,141.5
2026-07-03 20:20:00,20.07,8.13,392.8,142.5
2026-07-03 20:25:00,19.86,8.09,390.8,9.4
2026-07-03 20:30:00,19.76,8.08,392.4,10.7
2026-07-03 20:35:00,19.04,8.14,391.4,12.0
2026-07-03 20:40:00,19.61,8.08,391.5,7.8
2026-07-03 20:45:00,19.49,8.01,392.5,11.4
2026-07-03 20:50:00,19.02,8.06,390.8,9.3
2026-07-03 20:55:00,18.86,8.1,392.3,10.5
2026-07-03 21:00:00,19.48,8.01,391.0,10.0
2026-07-03 21:05:00,19.16,8.07,392.3,11.7
2026-07-03 21:10:00,18.8,8.13,394.2,9.5
2026-07-03 21:15:00,19.0,8.2,395.4,14.2
2026-07-03 21:20:00,18.72,8.12,394.3,10.7
2026-07-03 21:25:00,18.68,8.07,393.4,13.3
2026-07-03 21:30:00,18.48,8.01,394.2,12.6
2026-07-03 21:35:00,18.49,8.02,394.9,12.7
2026-07-03 21:40:00,18.66,7.98,392.8,10.9
2026-07-03 21:45:00,18.53,8.09,396.9,14.2
2026-07-03 21:50:00,18.24,8.06,392.4,11.2
2026-07-03 21:55:00,18.09,8.04,391.1,9.7
2026-07-03 22:00:00,18.19,8.02,393.2,7.2
2026-07-03 22:05:00,17.88,8.03,392.9,9.1
2026-07-03 22:10:00,17.96,8.05,393.3,8.0
2026-07-03 22:15:00,18.4,7.97,394.2,11.6
2026-07-03 22:20:00,17.59,7.96,392.8,15.0
2026-07-03 22:25:00,17.75,8.1,391.3,8.5
2026-07-03 22:30:00,17.87,8.06,394.9,10.6
2026-07-03 22:35:00,17.46,8.02,393.4,12.2
2026-07-03 22:40:00,17.5,7.99,392.3,11.3
2026-07-03 22:45:00,17.71,8.0,392.4,11.2
2026-07-03 22:50:00,17.45,8.09,393.3,9.5
2026-07-03 22:55:00,17.77,8.03,393.1,11.0
2026-07-03 23:00:00,17.4,7.95,392.1,10.2
2026-07-03 23:05:00,17.47,8.05,395.7,5.2
2026-07-03 23:10:00,17.44,8.03,393.8,8.8
2026-07-03 23:15:00,17.2,8.02,393.8,9.2
2026-07-03 23:20:00,17.08,8.08,394.5,13.4
2026-07-03 23:25:00,16.95,7.95,391.8,14.5
2026-07-03 23:30:00,16.74,7.97,392.7,9.3
2026-07-03 23:35:00,16.87,7.99,392.1,9.9
2026-07-03 23:40:00,16.65,8.1,395.0,10.2
2026-07-03 23:45:00,16.97,7.95,392.3,11.9
2026-07-03 23:50:00,16.77,8.06,390.1,13.2
2026-07-03 23:55:00,16.67,8.03,391.6,9.7
2026-07-04 00:00:00,16.78,7.91,393.9,11.8
2026-07-04 00:05:00,16.69,8.01,392.7,9.0
2026-07-04 00:10:00,16.7,8.01,393.5,8.5
2026-07-04 00:15:00,16.33,7.94,396.9,12.1
2026-07-04 00:20:00,16.47,7.97,394.8,13.5
2026-07-04 00:25:00,16.14,8.02,391.9,11.7
2026-07-04 00:30:00,16.37,8.02,388.1,8.9
2026-07-04 00:35:00,16.1,7.99,391.1,14.3
2026-07-04 00:40:00,16.03,8.04,392.2,12.9
2026-07-04 00:45:00,15.91,7.92,394.6,16.1
2026-07-04 00:50:00,16.11,7.97,387.0,9.4
2026-07-04 00:55:00,16.09,8.01,390.7,11.3
2026-07-04 01:00:00,16.35,7.97,390.3,10.3
2026-07-04 01:05:00,15.98,7.87,393.7,8.6
2026-07-04 01:10:00,16.03,7.88,391.6,11.0
2026-07-04 01:15:00,15.96,8.02,389.5,10.7
2026-07-04 01:20:00,16.26,7.96,394.8,8.9
2026-07-04 01:25:00,16.08,7.91,391.6,12.9
2026-07-04 01:30:00,15.93,7.99,388.3,9.6
2026-07-04 01:35:00,15.85,7.94,391.3,8.3
2026-07-04 01:40:00,15.96,7.94,390.8,13.3
2026-07-04 01:45:00,15.56,7.92,392.3,12.2
2026-07-04 01:50:00,15.93,7.94,393.8,10.8
2026-07-04 01:55:00,15.54,7.88,396.0,10.4
2026-07-04 02:00:00,15.67,7.87,393.7,7.9
2026-07-04 02:05:00,15.76,7.92,392.2,13.9
2026-07-04 02:10:00,15.62,7.92,394.2,8.2
2026-07-04 02:15:00,15.65,7.91,394.1,11.7
2026-07-04 02:20:00,15.67,7.89,391.5,12.9
2026-07-04 02:25:00,15.66,8.0,395.6,8.1
2026-07-04 02:30:00,15.39,7.98,394.2,10.3
2026-07-04 02:35:00,15.72,7.95,391.2,12.7
2026-07-04 02:40:00,15.88,7.84,392.2,12.0
2026-07-04 02:45:00,15.72,7.91,392.1,13.6
2026-07-04 02:50:00,15.5,7.89,391.0,12.1
2026-07-04 02:55:00,15.53,7.89,392.6,10.9
2026-07-04 03:00:00,15.66,7.9,392.1,9.5
2026-07-04 03:05:00,15.87,7.85,390.8,9.8
2026-07-04 03:10:00,15.41,7.83,390.5,11.3
2026-07-04 03:15:00,15.38,7.9,390.8,14.2
2026-07-04 03:20:00,15.3,7.83,389.2,12.1
2026-07-04 03:25:00,15.37,7.82,388.4,13.8
2026-07-04 03:30:00,15.69,7.92,389.2,14.4
2026-07-04 03:35:00,15.59,7.91,387.4,10.1
2026-07-04 03:40:00,15.57,7.89,391.4,5.1
2026-07-04 03:45:00,15.71,7.78,387.9,8.4
2026-07-04 03:50:00,15.37,7.83,390.4,8.1
2026-07-04 03:55:00,15.39,7.88,390.3,11.0
2026-07-04 04:00:00,15.86,7.87,388.9,8.1
2026-07-04 04:05:00,15.56,7.87,387.7,11.0
2026-07-04 04:10:00,15.76,7.85,390.3,11.8
2026-07-04 04:15:00,15.75,7.97,390.4,12.3
2026-07-04 04:20:00,16.02,7.86,389.9,12.9
2026-07-04 04:25:00,15.65,7.82,388.0,12.8
2026-07-04 04:30:00,15.75,7.86,388.8,10.2
2026-07-04 04:35:00,15.76,7.89,388.9,11.6
2026-07-04 04:40:00,15.72,7.87,390.2,8.6
2026-07-04 04:45:00,15.95,7.83,388.5,11.7
2026-07-04 04:50:00,16.07,7.87,387.6,9.7
2026-07-04 04:55:00,15.98,7.92,390.9,11.3
2026-07-04 05:00:00,16.25,7.8,386.7,9.9
2026-07-04 05:05:00,15.95,7.89,386.6,11.3
2026-07-04 05:10:00,15.9,7.91,382.6,12.0
2026-07-04 05:15:00,16.32,7.84,389.1,13.6
2026-07-04 05:20:00,15.93,7.9,389.1,9.5
2026-07-04 05:25:00,16.43,7.86,387.1,7.6
2026-07-04 05:30:00,16.49,7.89,386.1,9.7
2026-07-04 05:35:00,16.33,7.9,385.9,11.5
2026-07-04 05:40:00,16.38,7.88,387.2,11.5
2026-07-04 05:45:00,16.26,7.73,386.4,12.9
2026-07-04 05:50:00,16.43,7.88,384.2,9.9
2026-07-04 05:55:00,16.69,7.94,387.1,14.9
2026-07-04 06:00:00,16.51,7.88,386.5,13.5
2026-07-04 06:05:00,16.66,7.86,386.7,8.0
2026-07-04 06:10:00,16.56,7.88,385.8,7.9
2026-07-04 06:15:00,16.47,7.9,387.0,10.2
2026-07-04 06:20:00,16.99,7.91,385.4,10.5
2026-07-04 06:25:00,17.42,7.91,388.5,14.1
2026-07-04 06:30:00,16.77,7.9,388.1,9.2
2026-07-04 06:35:00,16.99,7.9,389.8,11.3
2026-07-04 06:40:00,16.93,7.83,386.8,9.2
2026-07-04 06:45:00,17.36,7.9,387.0,10.5
2026-07-04 06:50:00,17.08,7.92,387.2,7.6
2026-07-04 06:55:00,17.34,7.91,388.0,5.3
2026-07-04 07:00:00,17.18,7.85,391.4,8.9
2026-07-04 07:05:00,17.7,7.8,388.4,12.3
2026-07-04 07:10:00,17.56,7.85,386.0,10.1
2026-07-04 07:15:00,17.9,7.86,385.5,9.4
2026-07-04 07:20:00,17.57,7.88,389.5,13.4
2026-07-04 07:25:00,17.51,7.91,388.5,11.1
2026-07-04 07:30:00,18.1,7.9,386.3,10.5
2026-07-04 07:35:00,18.17,7.85,387.9,8.4
2026-07-04 07:40:00,17.45,7.89,389.6,10.7
2026-07-04 07:45:00,17.97,7.93,389.9,8.8
2026-07-04 07:50:00,17.99,7.93,391.5,9.3
2026-07-04 07:55:00,17.91,7.88,388.9,13.7
2026-07-04 08:00:00,18.07,7.84,390.1,10.6
2026-07-04 08:05:00,18.28,7.94,389.8,12.7
2026-07-04 08:10:00,18.24,7.96,388.3,8.0
2026-07-04 08:15:00,18.43,7.84,390.4,11.6
2026-07-04 08:20:00,18.8,7.81,393.0,10.7
2026-07-04 08:25:00,18.56,7.91,390.6,8.0
2026-07-04 08:30:00,18.42,8.02,392.1,6.8
2026-07-04 08:35:00,18.97,7.88,389.6,12.2
2026-07-04 08:40:00,18.88,7.98,391.4,10.9
2026-07-04 08:45:00,19.03,7.96,393.3,158.1
2026-07-04 08:50:00,19.03,7.9,391.4,164.3
2026-07-04 08:55:00,19.21,7.99,390.2,159.6
2026-07-04 09:00:00,19.11,7.92,391.3,158.0
2026-07-04 09:05:00,18.99,7.93,390.4,159.6
2026-07-04 09:10:00,19.07,7.9,390.8,160.3
2026-07-04 09:15:00,19.72,7.98,391.1,160.9
2026-07-04 09:20:00,19.3,8.01,393.4,161.3
2026-07-04 09:25:00,19.48,7.95,393.6,159.3
2026-07-04 09:30:00,19.17,8.05,390.4,161.8
2026-07-04 09:35:00,19.98,7.94,394.1,161.6
2026-07-04 09:40:00,20.01,7.96,392.2,163.4
2026-07-04 09:45:00,19.82,7.89,394.8,12.3
2026-07-04 09:50:00,19.74,7.9,393.3,13.4
2026-07-04 09:55:00,19.73,7.94,393.5,11.0
2026-07-04 10:00:00,19.82,8.0,393.0,13.3
2026-07-04 10:05:00,20.13,8.05,394.2,8.3
2026-07-04 10:10:00,19.84,7.95,393.6,10.5
2026-07-04 10:15:00,20.05,7.93,393.0,8.3
2026-07-04 10:20:00,20.17,7.92,392.1,11.9
2026-07-04 10:25:00,20.57,7.91,395.1,10.1
2026-07-04 10:30:00,20.67,8.04,400.4,14.8
2026-07-04 10:35:00,20.9,8.01,393.7,14.2
2026-07-04 10:40:00,20.47,8.01,397.7,8.8
2026-07-04 10:45:00,20.7,7.91,395.1,11.3
2026-07-04 10:50:00,20.62,8.03,397.2,11.4
2026-07-04 10:55:00,20.83,8.06,395.8,10.1
2026-07-04 11:00:00,21.16,7.96,397.1,10.9
2026-07-04 11:05:00,20.61,7.99,395.0,13.9
2026-07-04 11:10:00,21.29,8.05,392.2,12.9
2026-07-04 11:15:00,20.56,7.97,393.5,10.3
2026-07-04 11:20:00,20.63,8.07,394.6,14.8
2026-07-04 11:25:00,20.95,8.05,390.1,12.4
2026-07-04 11:30:00,21.32,8.08,396.2,8.5
2026-07-04 11:35:00,21.31,8.05,393.8,8.9
2026-07-04 11:40:00,21.53,8.09,392.4,9.8
2026-07-04 11:45:00,20.84,8.01,394.4,10.9
2026-07-04 11:50:00,21.72,8.11,391.8,13.7
2026-07-04 11:55:00,21.37,8.12,393.9,12.3
2026-07-04 12:00:00,21.57,7.96,391.4,13.5
2026-07-04 12:05:00,21.4,8.0,394.8,16.8
2026-07-04 12:10:00,21.53,7.99,391.3,11.8
2026-07-04 12:15:00,21.74,8.09,390.1,10.4
2026-07-04 12:20:00,21.61,8.02,392.3,8.5
2026-07-04 12:25:00,22.09,8.09,391.4,10.7
2026-07-04 12:30:00,21.86,8.06,391.8,10.0
2026-07-04 12:35:00,21.86,8.03,391.2,9.6
2026-07-04 12:40:00,21.94,8.04,394.1,10.6
2026-07-04 12:45:00,21.45,8.11,393.1,9.9
2026-07-04 12:50:00,22.08,8.09,391.0,9.8
2026-07-04 12:55:00,21.89,8.12,391.0,8.1
2026-07-04 13:00:00,22.27,8.1,389.6,9.7
2026-07-04 13:05:00,21.67,8.11,391.3,10.8
2026-07-04 13:10:00,22.35,8.05,391.6,10.7
2026-07-04 13:15:00,22.29,8.09,388.5,13.8
2026-07-04 13:20:00,22.3,8.12,389.2,12.9
2026-07-04 13:25:00,22.19,8.16,389.6,154.5
2026-07-04 13:30:00,22.67,8.11,388.5,156.7
2026-07-04 13:35:00,22.33,8.13,392.7,155.9
2026-07-04 13:40:00,22.42,8.14,392.4,153.8
2026-07-04 13:45:00,22.73,8.05,392.5,152.4
2026-07-04 13:50:00,22.04,7.99,395.3,156.7
2026-07-04 13:55:00,22.34,8.05,393.3,153.0
2026-07-04 14:00:00,22.26,8.07,390.7,153.7
2026-07-04 14:05:00,22.35,8.16,390.8,149.8
2026-07-04 14:10:00,22.07,8.19,392.9,154.5
2026-07-04 14:15:00,22.19,8.05,390.4,158.8
2026-07-04 14:20:00,22.35,8.1,394.9,157.4
2026-07-04 14:25:00,22.6,8.22,390.6,13.5
2026-07-04 14:30:00,22.47,8.15,390.8,11.6
2026-07-04 14:35:00,22.64,8.08,391.6,10.4
2026-07-04 14:40:00,22.34,8.15,390.2,13.2
2026-07-04 14:45:00,22.63,8.04,393.1,12.0
2026-07-04 14:50:00,22.63,8.04,391.9,8.7
2026-07-04 14:55:00,22.81,8.16,392.1,10.7
2026-07-04 15:00:00,22.66,8.11,391.1,12.0
2026-07-04 15:05:00,22.34,8.17,392.8,10.8
2026-07-04 15:10:00,22.77,8.16,392.8,5.8
2026-07-04 15:15:00,22.43,8.19,393.0,7.4
2026-07-04 15:20:00,23.02,8.13,394.3,11.8
2026-07-04 15:25:00,22.67,8.11,389.7,9.3
2026-07-04 15:30:00,22.82,8.19,393.3,11.5
2026-07-04 15:35:00,22.54,8.14,392.9,11.6
2026-07-04 15:40:00,22.53,8.19,388.5,10.1
2026-07-04 15:45:00,22.61,8.07,393.5,14.9
2026-07-04 15:50:00,22.58,8.07,392.0,13.4
2026-07-04 15:55:00,22.56,8.2,391.3,11.2
2026-07-04 16:00:00,22.46,8.24,390.3,109.3
2026-07-04 16:05:00,22.37,8.09,391.4,108.5
2026-07-04 16:10:00,22.49,8.21,393.0,110.8
2026-07-04 16:15:00,22.12,8.09,392.5,108.8
2026-07-04 16:20:00,22.19,8.16,391.1,111.9
2026-07-04 16:25:00,22.49,8.1,391.7,110.1
2026-07-04 16:30:00,22.4,8.1,390.3,108.6
2026-07-04 16:35:00,21.95,8.17,393.0,106.1
2026-07-04 16:40:00,22.02,8.17,389.2,109.9
2026-07-04 16:45:00,22.16,8.18,390.7,111.3
2026-07-04 16:50:00,22.52,8.09,387.7,108.6
2026-07-04 16:55:00,22.22,8.11,390.7,113.3
2026-07-04 17:00:00,21.85,8.21,391.3,16.4
2026-07-04 17:05:00,21.73,8.19,391.1,11.9
2026-07-04 17:10:00,21.96,8.26,393.4,10.1
2026-07-04 17:15:00,21.77,8.14,392.1,11.0
2026-07-04 17:20:00,22.14,8.19,391.3,8.3
2026-07-04 17:25:00,21.78,8.15,391.9,10.7
2026-07-04 17:30:00,21.84,8.21,390.7,7.8
2026-07-04 17:35:00,21.9,8.15,389.7,11.5
2026-07-04 17:40:00,21.67,8.22,392.8,8.1
2026-07-04 17:45:00,21.68,8.14,389.9,12.9
2026-07-04 17:50:00,21.62,8.26,390.9,8.6
2026-07-04 17:55:00,21.61,8.2,390.0,13.3
2026-07-04 18:00:00,21.37,8.22,392.6,7.5
2026-07-04 18:05:00,21.24,8.16,392.4,8.4
2026-07-04 18:10:00,21.27,8.15,390.2,13.4
2026-07-04 18:15:00,21.51,8.16,391.2,12.3
2026-07-04 18:20:00,21.36,8.22,391.9,11.4
2026-07-04 18:25:00,21.18,8.2,388.0,12.6
2026-07-04 18:30:00,21.37,8.1,387.1,13.1
2026-07-04 18:35:00,20.96,8.1,389.0,9.2
2026-07-04 18:40:00,21.02,8.15,389.8,11.0
2026-07-04 18:45:00,21.28,8.11,387.6,13.3
2026-07-04 18:50:00,20.93,8.14,387.2,8.8
2026-07-04 18:55:00,21.28,8.21,386.2,12.3
2026-07-04 19:00:00,20.66,8.16,390.1,13.4
2026-07-04 19:05:00,20.9,8.17,388.1,8.5
2026-07-04 19:10:00,20.7,8.14,389.6,10.5
2026-07-04 19:15:00,20.54,8.11,387.1,11.4
2026-07-04 19:20:00,20.49,8.04,388.3,11.1
2026-07-04 19:25:00,20.46,8.13,388.3,12.2
2026-07-04 19:30:00,20.1,8.12,389.6,15.5
2026-07-04 19:35:00,20.56,8.12,386.6,10.2
2026-07-04 19:40:00,20.17,8.14,389.6,9.5
2026-07-04 19:45:00,20.27,8.05,389.2,11.4
2026-07-04 19:50:00,20.29,8.08,391.8,11.7
2026-07-04 19:55:00,19.74,8.11,389.9,10.9
2026-07-04 20:00:00,20.09,8.13,392.0,7.3
2026-07-04 20:05:00,20.03,8.05,390.4,11.3
2026-07-04 20:10:00,19.85,8.13,386.9,7.1
2026-07-04 20:15:00,19.72,8.07,392.3,7.1
2026-07-04 20:20:00,19.77,8.11,394.9,10.4
2026-07-04 20:25:00,19.26,8.14,394.0,12.3
2026-07-04 20:30:00,19.62,8.18,398.5,10.0
2026-07-04 20:35:00,19.44,8.15,393.8,11.6
2026-07-04 20:40:00,19.55,8.01,393.0,10.5
2026-07-04 20:45:00,19.04,7.97,393.5,11.1
2026-07-04 20:50:00,19.0,8.16,392.4,13.4
2026-07-04 20:55:00,19.16,8.1,391.0,12.6
2026-07-04 21:00:00,18.85,8.05,393.8,5.7
2026-07-04 21:05:00,18.47,8.12,391.1,9.3
2026-07-04 21:10:00,18.97,8.05,391.7,11.1
2026-07-04 21:15:00,18.66,8.09,391.6,12.9
2026-07-04 21:20:00,18.77,8.05,390.4,10.2
2026-07-04 21:25:00,18.46,8.08,394.5,9.1
2026-07-04 21:30:00,18.47,8.03,393.5,15.6
2026-07-04 21:35:00,18.69,8.03,390.7,12.7
2026-07-04 21:40:00,18.42,7.95,392.6,10.8
2026-07-04 21:45:00,18.16,8.01,389.7,10.5
2026-07-04 21:50:00,18.46,8.04,391.2,13.0
2026-07-04 21:55:00,18.59,8.03,391.0,7.3
2026-07-04 22:00:00,18.08,8.07,389.5,11.1
2026-07-04 22:05:00,18.44,7.98,390.6,12.0
2026-07-04 22:10:00,18.02,8.05,392.3,15.1
2026-07-04 22:15:00,17.99,8.1,392.3,12.3
2026-07-04 22:20:00,18.02,8.0,392.8,9.5
2026-07-04 22:25:00,17.9,7.94,391.9,13.3
2026-07-04 22:30:00,17.85,7.99,391.4,12.7
2026-07-04 22:35:00,17.7,8.08,393.3,11.0
2026-07-04 22:40:00,17.36,8.03,390.0,9.2
2026-07-04 22:45:00,17.52,8.03,391.7,9.0
2026-07-04 22:50:00,17.6,8.01,390.4,11.8
2026-07-04 22:55:00,17.5,7.9,391.2,13.1
2026-07-04 23:00:00,17.37,8.03,390.3,11.0
2026-07-04 23:05:00,17.25,8.04,391.4,141.5
2026-07-04 23:10:00,17.3,7.98,392.8,135.9
2026-07-04 23:15:00,16.99,7.96,390.3,136.9
2026-07-04 23:20:00,16.86,7.97,394.7,138.2
2026-07-04 23:25:00,16.96,8.02,391.2,138.6
2026-07-04 23:30:00,17.1,8.02,393.6,136.2
2026-07-04 23:35:00,17.09,7.87,392.8,137.5
2026-07-04 23:40:00,16.85,8.01,392.5,140.4
2026-07-04 23:45:00,16.64,8.03,392.3,141.5
2026-07-04 23:50:00,16.46,7.9,392.1,140.5
2026-07-04 23:55:00,16.31,8.01,393.0,136.4
2026-07-05 00:00:00,16.61,7.93,390.9,138.5
2026-07-05 00:05:00,15.78,7.98,390.0,8.9
2026-07-05 00:10:00,15.96,7.98,390.8,10.8
2026-07-05 00:15:00,16.55,7.93,387.4,9.8
2026-07-05 00:20:00,16.37,7.9,389.2,8.8
2026-07-05 00:25:00,16.21,7.96,394.4,10.2
2026-07-05 00:30:00,16.11,7.82,393.3,9.7
2026-07-05 00:35:00,16.2,7.87,392.5,8.1
2026-07-05 00:40:00,15.87,7.88,391.1,11.4
2026-07-05 00:45:00,16.37,7.99,391.7,10.3
2026-07-05 00:50:00,16.69,7.87,389.5,11.5
2026-07-05 00:55:00,16.1,7.89,390.8,11.1
2026-07-05 01:00:00,16.13,7.93,391.5,8.9
2026-07-05 01:05:00,15.97,7.97,391.7,9.4
2026-07-05 01:10:00,16.37,7.92,390.8,14.7
2026-07-05 01:15:00,15.99,7.92,392.9,12.4
2026-07-05 01:20:00,15.7,7.94,388.4,11.9
2026-07-05 01:25:00,15.81,7.95,390.7,11.5
2026-07-05 01:30:00,15.47,7.84,391.1,12.1
2026-07-05 01:35:00,15.83,7.93,392.1,13.9
2026-07-05 01:40:00,15.41,7.86,389.9,9.6
2026-07-05 01:45:00,15.97,7.99,387.5,7.1
2026-07-05 01:50:00,15.78,7.87,389.2,7.8
2026-07-05 01:55:00,15.42,7.92,388.3,10.7
2026-07-05 02:00:00,15.64,7.81,390.3,13.0
2026-07-05 02:05:00,15.61,7.92,389.1,9.5
2026-07-05 02:10:00,15.73,7.88,388.6,11.7
2026-07-05 02:15:00,16.07,7.94,389.1,11.9
2026-07-05 02:20:00,15.7,7.96,385.0,14.1
2026-07-05 02:25:00,15.63,7.89,385.4,9.2
2026-07-05 02:30:00,15.84,7.91,390.4,12.3
2026-07-05 02:35:00,15.79,8.0,388.3,11.2
2026-07-05 02:40:00,15.4,7.9,390.2,9.0
2026-07-05 02:45:00,15.28,7.88,386.0,14.4
2026-07-05 02:50:00,15.41,7.92,389.0,10.2
2026-07-05 02:55:00,15.35,7.88,390.9,8.8
2026-07-05 03:00:00,15.11,7.79,388.5,12.1
2026-07-05 03:05:00,15.54,7.91,385.1,11.4
2026-07-05 03:10:00,15.62,7.85,388.2,9.8
2026-07-05 03:15:00,15.29,7.84,387.4,11.1
2026-07-05 03:20:00,15.36,7.85,389.5,10.7
2026-07-05 03:25:00,15.45,7.95,387.2,12.0
2026-07-05 03:30:00,15.53,7.92,389.2,11.3
2026-07-05 03:35:00,15.5,7.93,389.3,9.4
2026-07-05 03:40:00,15.75,7.79,388.0,12.1
2026-07-05 03:45:00,15.75,7.92,388.1,12.1
2026-07-05 03:50:00,16.01,7.84,387.4,12.8
2026-07-05 03:55:00,15.53,7.9,390.8,13.4
2026-07-05 04:00:00,15.64,7.83,388.3,11.7
2026-07-05 04:05:00,15.39,7.82,388.5,10.8
2026-07-05 04:10:00,15.85,7.92,389.4,10.7
2026-07-05 04:15:00,15.69,7.88,388.5,9.0
2026-07-05 04:20:00,15.68,7.81,388.7,13.5
2026-07-05 04:25:00,15.64,7.88,385.2,8.6
2026-07-05 04:30:00,15.76,7.88,387.8,13.4
2026-07-05 04:35:00,15.67,7.87,387.2,14.9
2026-07-05 04:40:00,15.97,7.89,385.0,10.3
2026-07-05 04:45:00,16.06,7.78,385.7,14.5
2026-07-05 04:50:00,15.9,7.88,385.7,10.4
2026-07-05 04:55:00,16.1,7.85,384.9,9.3
2026-07-05 05:00:00,15.57,7.84,388.4,12.2
2026-07-05 05:05:00,16.17,7.76,386.8,12.2
2026-07-05 05:10:00,15.63,7.93,384.9,11.6
2026-07-05 05:15:00,16.39,7.95,386.8,8.2
2026-07-05 05:20:00,16.17,7.84,387.4,8.8
2026-07-05 05:25:00,16.24,7.88,388.6,9.4
2026-07-05 05:30:00,16.26,7.82,390.1,10.1
2026-07-05 05:35:00,16.33,7.83,388.5,7.5
2026-07-05 05:40:00,16.66,7.8,386.3,12.0
2026-07-05 05:45:00,16.36,7.89,387.2,10.1
2026-07-05 05:50:00,16.26,7.82,389.4,11.7
2026-07-05 05:55:00,16.38,7.86,383.4,12.0
2026-07-05 06:00:00,16.36,7.89,387.0,9.8
2026-07-05 06:05:00,16.51,7.95,387.7,9.5
2026-07-05 06:10:00,16.57,7.85,387.0,12.6
2026-07-05 06:15:00,16.63,7.9,384.6,10.5
